First Name,Last Name,Age,Nationality,Height,Weight,Team Name,League,Appearances,Lineups,Minutes,Number,Position,Rating,Captain,In,Out,Bench,Total Shots,On Target Shots,Total Goals,Conceded Goals,Assists,Saves,Total Passes,Key Passes,Pass Accuracy,Total Tackles,Blocks,Interceptions,Total Duels,Duels Won,Dribble Attempts,Dribble Success,Past Dribbles,Fouls Drawn,Fouls Committed,Yellow Cards,Red Cards,Penalties Won,Penalties Committed,Penalties Scored,Penalties Missed,Penalties Saved
Philip,Anyanwu Billing,27.0,Denmark,193 cm,83 kg,Bournemouth,Premier League,36,34,2786,,Midfielder,6.916666,0.0,2,23,2,28.0,18.0,7,0,1.0,,1008.0,26.0,22.0,63.0,8.0,31.0,317.0,174.0,39.0,24.0,,35.0,30.0,5,0,,,0,0,
Marcos Nicolás,Senesi Barón,26.0,Argentina,185 cm,80 kg,Bournemouth,Premier League,31,34,2496,,Defender,6.916666,0.0,15,23,2,28.0,18.0,7,0,,,1008.0,5.0,22.0,63.0,8.0,4.0,317.0,97.0,39.0,24.0,,35.0,29.0,7,0,,,0,0,
Thomas,Davies,25.0,England,180 cm,70 kg,Everton,Premier League,19,4,528,,Midfielder,6.770967,0.0,4,7,2,7.0,2.0,2,0,,,1291.0,2.0,33.0,50.0,20.0,2.0,176.0,30.0,12.0,8.0,,13.0,10.0,3,0,,,0,0,
David Robert,Brooks,26.0,Wales,173 cm,62 kg,Bournemouth,Premier League,6,2,170,,Midfielder,6.472222,0.0,10,3,15,7.0,1.0,0,0,2.0,,57.0,24.0,7.0,15.0,1.0,23.0,66.0,6.0,5.0,2.0,,6.0,3.0,1,0,,,0,0,
Lewis John,Cook,26.0,England,175 cm,71 kg,Bournemouth,Premier League,28,18,1712,,Midfielder,6.707142,0.0,1,2,4,2.0,,0,0,7.0,,703.0,21.0,21.0,1.0,10.0,6.0,24.0,60.0,9.0,2.0,,1.0,15.0,4,0,,,0,0,
Dominic Ayodele,Solanke-Mitchell,26.0,England,187 cm,80 kg,Bournemouth,Premier League,33,32,1748,,Midfielder,6.806060,0.0,4,4,10,3.0,29.0,6,0,4.0,,514.0,19.0,10.0,37.0,7.0,9.0,135.0,161.0,16.0,6.0,,53.0,41.0,2,0,,,0,0,
Marcus Joseph,Tavernier,24.0,England,178 cm,70 kg,Bournemouth,Premier League,23,19,250,,Attacker,6.817391,0.0,9,13,1,53.0,15.0,5,0,,,597.0,2.0,20.0,15.0,4.0,2.0,441.0,122.0,95.0,41.0,,28.0,21.0,1,0,,,0,0,
Antoine Serlom,Semenyo,23.0,Ghana,185 cm,79 kg,Bournemouth,Premier League,11,2,8,,Midfielder,6.540000,0.0,1,9,4,27.0,1.0,1,0,,,56.0,,4.0,33.0,1.0,,279.0,18.0,89.0,44.0,,5.0,6.0,0,0,,,0,0,
Emiliano,Marcondes Camargo Hansen,28.0,Denmark,182 cm,75 kg,Bournemouth,Premier League,1,0,1018,,Midfielder,6.200000,0.0,8,1,9,,,0,0,1.0,,1.0,8.0,1.0,1.0,,9.0,45.0,1.0,5.0,3.0,,1.0,,0,0,,,0,0,
Joseph Matthew,Rothwell,28.0,England,185 cm,77 kg,Bournemouth,Premier League,20,12,1270,,Attacker,6.610000,0.0,15,0,1,2.0,2.0,0,0,,,429.0,5.0,9.0,,3.0,1.0,1.0,40.0,,,,3.0,17.0,2,0,,,0,0,
Kieffer Roberto Francisco,Moore,31.0,Wales,196 cm,89 kg,Bournemouth,Premier League,27,12,1270,,Attacker,6.647619,0.0,15,5,8,22.0,9.0,4,0,,,353.0,5.0,9.0,20.0,5.0,1.0,84.0,113.0,23.0,16.0,,30.0,26.0,1,0,,,0,0,
Hamed Junior,Traorè,23.0,Côte d'Ivoire,184 cm,77 kg,Bournemouth,Premier League,7,5,429,,Midfielder,6.914285,0.0,2,5,15,22.0,9.0,4,0,,,353.0,15.0,13.0,14.0,5.0,2.0,248.0,113.0,8.0,1.0,,30.0,26.0,1,0,,,0,0,
Luis Fernando,Sinisterra Lucumí,24.0,Colombia,172 cm,60 kg,Leeds,Premier League,19,13,874,,Attacker,6.722222,0.0,6,4,15,2.0,11.0,0,0,,,135.0,9.0,14.0,17.0,,8.0,79.0,40.0,36.0,1.0,,4.0,4.0,0,0,,,0,0,
Cameron Desmond,Archer,22.0,England,181 cm,72 kg,Aston Villa,Premier League,6,0,43,,Attacker,6.240000,0.0,6,12,2,22.0,,5,0,,,11.0,,1.0,21.0,1.0,,149.0,70.0,1.0,19.0,,12.0,14.0,2,0,,,0,0,
Luke Jonathan,Thomas,22.0,England,181 cm,,Leicester,Premier League,17,11,1070,,Defender,6.562500,0.0,6,0,6,,,0,0,,,526.0,5.0,25.0,23.0,4.0,26.0,7.0,2.0,10.0,1.0,,7.0,2.0,0,0,,,0,0,
Illia,Borysovych Zabarnyi,21.0,Ukraine,189 cm,80 kg,Bournemouth,Premier League,5,3,297,,Defender,6.500000,0.0,2,3,6,2.0,,0,0,,,199.0,,36.0,4.0,2.0,3.0,18.0,8.0,1.0,5.0,,2.0,11.0,3,0,,,0,0,
Dango Aboubacar Faissal,Ouattara,21.0,Burkina Faso,177 cm,71 kg,Bournemouth,Premier League,19,15,1245,,Attacker,6.816666,0.0,4,0,6,18.0,5.0,0,0,3.0,,295.0,18.0,10.0,28.0,3.0,13.0,216.0,104.0,68.0,31.0,,15.0,1.0,0,0,,,0,0,
Ben,Greenwood,20.0,Republic of Ireland,170 cm,70 kg,Bournemouth,Premier League,0,0,0,,Defender,,0.0,0,0,2,,,0,0,,,,,,,,,,,,,,,6.0,0,0,,,0,0,
Marvelous,Nakamba,29.0,Zimbabwe,178 cm,71 kg,Tottenham,Premier League,0,0,0,,Midfielder,,0.0,8,0,0,,,0,0.0,,,,,,,,,15.0,,6.0,3.0,,,,0,0,,,0.0,0.0,
Arnaut,Danjuma Adam Groeneveld,26.0,Netherlands,178 cm,74 kg,Everton,Premier League,9,0,162,,Midfielder,6.500000,0.0,9,1,8,4.0,3.0,1,0.0,,,54.0,1.0,6.0,2.0,,,6.0,7.0,1.0,,,1.0,,0,0,,,0.0,0.0,
Bamidele Jermaine,Alli,27.0,England,188 cm,76 kg,Everton,Premier League,2,0,0,,Midfielder,6.300000,0.0,0,0,9,6.0,,0,0.0,,,15.0,,15.0,,,,89.0,2.0,13.0,6.0,,1.0,,0,0,,,0.0,0.0,
James David,Garner,22.0,England,186 cm,78 kg,Manchester United,Premier League,16,27,0,,Midfielder,6.618750,0.0,0,1,0,6.0,3.0,0,0.0,1.0,,298.0,7.0,15.0,16.0,1.0,12.0,89.0,44.0,13.0,,,10.0,16.0,3,0,,,0.0,0.0,
Tahith Jose Girigorio,Djorkaef Chong,24.0,Netherlands,185 cm,75 kg,Bournemouth,Premier League,0,6,2386,,Midfielder,6.618750,0.0,0,0,0,,3.0,0,,,100.0,,,,16.0,,12.0,,44.0,,1.0,,10.0,16.0,0,0,,,,,
Norberto,Murara Neto,34.0,Brazil,190 cm,84 kg,Crystal Palace,Premier League,0,2,195,,Midfielder,,0.0,3,0,0,,,0,39.0,,,696.0,1.0,22.0,,,,15.0,,1.0,1.0,,5.0,,0,0,,,0.0,0.0,
Albert-Mboyo,Sambi Lokonga,24.0,Belgium,173 cm,67 kg,Arsenal,Premier League,27,0,0,,Midfielder,6.700000,0.0,4,1,3,,,0,0.0,,,140.0,1.0,22.0,1.0,,5.0,16.0,10.0,1.0,1.0,,5.0,,4,0,,,0.0,0.0,
Ross,Barkley,30.0,England,189 cm,76 kg,Chelsea,Premier League,9,0,0,,Midfielder,6.700000,0.0,0,0,4,,,0,0.0,,,140.0,,,1.0,,5.0,16.0,10.0,,,,,1.0,2,0,,,,0.0,
Idrissa Gana,Gueye,34.0,Senegal,174 cm,66 kg,Everton,Premier League,6,32,2594,,Midfielder,,0.0,0,0,0,,,0,,1.0,,,,,,,,,,,17.0,,,1.0,0,0,,,0.0,,
André Filipe,Tavares Gomes,30.0,Portugal,188 cm,84 kg,Everton,Premier League,0,0,0,,Midfielder,,0.0,0,18,0,13.0,6.0,0,,,,,12.0,30.0,97.0,12.0,,,,26.0,,,50.0,,0,0,,,0.0,0.0,
Dominic Nathaniel,Calvert-Lewin,26.0,England,187 cm,71 kg,Everton,Premier League,0,15,1174,,Attacker,6.896969,0.0,2,0,1,,,0,0.0,1.0,,1207.0,,7.0,4.0,,56.0,310.0,191.0,,14.0,,,,7,0,,,1.0,0.0,
Ryan,Marlowe Fredericks,31.0,England,181 cm,74 kg,Bournemouth,Premier League,33,5,530,,Defender,,0.0,7,11,2,25.0,10.0,0,0.0,,,,9.0,10.0,3.0,1.0,,,,24.0,1.0,,7.0,43.0,0,0,,,0.0,0.0,
Christopher James,Mepham,26.0,Wales,193 cm,88 kg,Bournemouth,Premier League,17,24,2198,,Defender,6.758823,0.0,2,4,7,7.0,,0,0.0,1.0,,215.0,1.0,32.0,45.0,2.0,3.0,219.0,98.0,6.0,6.0,,27.0,3.0,3,0,,,0.0,0.0,
Adam James,Smith,32.0,England,180 cm,78 kg,Bournemouth,Premier League,12,34,2949,,Defender,6.333333,0.0,3,1,3,2.0,4.0,7,0.0,3.0,,163.0,4.0,16.0,49.0,27.0,30.0,33.0,10.0,23.0,53.0,,21.0,28.0,1,0,,,0.0,0.0,
Dwight James Matthew,McNeil,24.0,England,183 cm,68 kg,Southampton,Premier League,26,28,2500,,Attacker,6.815384,0.0,8,9,8,25.0,,0,0.0,,,754.0,49.0,,,13.0,31.0,225.0,111.0,,,,,22.0,7,0,,,0.0,0.0,
Nathan Daniel Jerome,Redmond,29.0,England,173 cm,69 kg,Leeds,Premier League,1,0,0,,Midfielder,6.524324,0.0,1,0,1,,14.0,5,0.0,7.0,,,,18.0,41.0,,22.0,322.0,152.0,105.0,46.0,,37.0,,11,0,,,0.0,0.0,
Jack David,Harrison,27.0,England,175 cm,70 kg,Bournemouth,Premier League,36,34,0,,Midfielder,6.747222,0.0,2,23,0,27.0,,0,0.0,,,932.0,55.0,,,2.0,,,,,,,,38.0,0,0,,,0.0,0.0,
Darren Edward Andrew,Randolph,36.0,Republic of Ireland,188 cm,98 kg,West Ham,Premier League,0,0,0,,Goalkeeper,,0.0,0,0,0,,,0,0.0,,,,,,,,,366.0,,,,,,,2,0,,,0.0,0.0,0.0
Lloyd Casius,Kelly,25.0,England,178 cm,70 kg,Bournemouth,Premier League,23,23,2041,,Defender,,0.0,0,1,0,1.0,,0,0.0,2.0,,1037.0,7.0,36.0,33.0,15.0,26.0,,75.0,6.0,1.0,,5.0,17.0,0,0,,,0.0,0.0,0.0
Teden Mambuene,Mengi,21.0,England,183 cm,78 kg,Manchester United,Premier League,0,0,0,,Defender,6.821739,0.0,0,0,0,,,0,0.0,,,,,,,,,126.0,,,,,,,0,0,,,0.0,,
Ashley Simon,Young,38.0,England,175 cm,65 kg,Everton,Premier League,34,23,2038,,Defender,6.882142,0.0,6,8,6,8.0,3.0,0,0.0,,,966.0,14.0,27.0,50.0,7.0,21.0,158.0,10.0,18.0,8.0,,21.0,24.0,7,0,,,0.0,0,
Vitalii,Mykolenko,24.0,Ukraine,180 cm,71 kg,Brentford,Premier League,15,0,125,,Defender,6.736363,0.0,4,0,4,7.0,3.0,1,0.0,,,69.0,19.0,22.0,58.0,2.0,4.0,222.0,61.0,2.0,10.0,,3.0,29.0,4,0,,,0.0,0,
Sayed Saman,Ghoddos,30.0,Iran,176 cm,79 kg,Everton,Premier League,23,17,983,,Attacker,6.569230,0.0,15,9,15,4.0,1.0,0,0.0,,,427.0,4.0,4.0,31.0,7.0,14.0,122.0,90.0,18.0,,,11.0,7.0,0,0,,,0.0,0,
Michael Vincent,Keane,30.0,England,191 cm,82 kg,Everton,Premier League,13,10,980,,Defender,6.783333,0.0,2,2,2,4.0,4.0,1,0.0,2.0,,536.0,3.0,10.0,35.0,3.0,13.0,147.0,68.0,31.0,9.0,,21.0,13.0,0,0,,,0.0,0,
Mikkel,Krogh Damsgaard,23.0,Denmark,180 cm,66 kg,Everton,Premier League,27,11,1526,,Midfielder,6.623076,0.0,17,4,17,,6.0,5,0.0,,,225.0,11.0,18.0,20.0,,8.0,167.0,43.0,31.0,20.0,,4.0,10.0,4,0,,,0.0,0,
Séamus,Coleman,35.0,Republic of Ireland,177 cm,67 kg,Everton,Premier League,0,0,803,,Defender,6.756521,0.0,3,10,8,78.0,8.0,0,0.0,,,,4.0,11.0,,9.0,,93.0,,,,,5.0,21.0,1,0,,,0.0,0,
Abdoulaye,Doucouré,30.0,Mali,184 cm,75 kg,Brighton,Premier League,33,33,0,,Midfielder,6.712500,0.0,3,0,3,,1.0,20,0.0,2.0,,,22.0,,,,,,,,,,,10.0,6,0,,,0.0,0,
Benjamin Matthew,Godfrey,25.0,England,183 cm,74 kg,Brentford,Premier League,0,4,2955,,Attacker,6.384615,0.0,0,4,0,2.0,,0,0.0,,,736.0,3.0,,,2.0,,,220.0,9.0,14.0,,,,2,0,,,0.0,0,
Neal,Maupay,27.0,France,173 cm,69 kg,Everton,Premier League,0,0,0,,Midfielder,,0.0,0,4,0,,42.0,0,,4.0,,,,13.0,15.0,,,479.0,,,6.0,,,52.0,9,0,,,6.0,0,
Ivan Benjamin Elijah,Toney,27.0,England,179 cm,70 kg,Everton,Premier League,10,36,0,,Goalkeeper,7.287878,0.0,0,26,19,59.0,,3,0.0,,,279.0,27.0,,,1.0,13.0,,39.0,80.0,,,12.0,,0,0,,,,0,
William Francis,Crellin,23.0,England,185 cm,60 kg,Brentford,Premier League,19,24,2931,,Midfielder,,0.0,2,11,0,11.0,1.0,0,0.0,1.0,,,,11.0,26.0,9.0,29.0,,,21.0,43.0,,,1.0,5,0,,,0.0,0,0.0
Shandon Harkeem,Baptiste,25.0,Grenada,175 cm,67 kg,Brentford,Premier League,19,3,2208,,Attacker,,0.0,11,3,2,4.0,,0,0.0,,,809.0,53.0,,54.0,1.0,15.0,338.0,127.0,14.0,7.0,,23.0,14.0,0,0,,,1.0,0,
Andrew Michael,Lonergan,40.0,England,192 cm,87 kg,Everton,Premier League,19,14,317,,Defender,7.068421,0.0,7,3,5,4.0,33.0,0,0.0,1.0,,473.0,16.0,15.0,49.0,4.0,15.0,36.0,13.0,22.0,4.0,,21.0,14.0,3,0,,,0.0,0,
Bryan Tetsadong Marceau,Mbeumo,24.0,Cameroon,173 cm,64 kg,Everton,Premier League,19,14,1277,,Defender,6.666666,0.0,5,3,5,4.0,1.0,0,0.0,,,473.0,5.0,19.0,49.0,4.0,15.0,150.0,82.0,22.0,10.0,,13.0,14.0,3,0,,,0.0,0,
Vitaly,Janelt,25.0,Germany,184 cm,79 kg,Everton,Premier League,19,14,1277,,Defender,6.677777,0.0,5,3,5,4.0,1.0,0,0.0,,,473.0,6.0,19.0,49.0,4.0,15.0,150.0,82.0,22.0,10.0,,13.0,14.0,3,0,,,0.0,0,
Keane William,Lewis-Potter,22.0,England,170 cm,67 kg,Everton,Premier League,19,14,1277,,Defender,6.677777,0.0,5,3,5,4.0,1.0,0,0.0,,,473.0,6.0,19.0,49.0,4.0,15.0,150.0,82.0,22.0,10.0,,13.0,14.0,3,0,,,0.0,0,
Nathan Kenneth,Patterson,22.0,Scotland,189 cm,83 kg,Everton,Premier League,19,14,1277,,Defender,6.677777,0.0,5,3,5,4.0,1.0,0,0.0,,,473.0,6.0,19.0,49.0,4.0,15.0,150.0,82.0,22.0,10.0,,13.0,14.0,3,0,,,0.0,0,
Amadou Ba Zeund Georges,Mvom Onana,22.0,Belgium,192 cm,76 kg,Everton,Premier League,33,29,1277,,Defender,6.677777,0.0,5,3,5,28.0,1.0,0,0.0,,,968.0,6.0,19.0,49.0,4.0,37.0,150.0,197.0,22.0,10.0,,13.0,44.0,3,0,,,0.0,0,
Yehor,Yarmolyuk,19.0,Ukraine,180 cm,72 kg,Brentford,Premier League,0,0,2496,,Midfielder,6.677777,0.0,4,13,4,,1.0,0,0.0,,,,22.0,19.0,72.0,6.0,,347.0,,40.0,,,49.0,,9,0,,,0.0,0,
Michael Oluwakorede,Olakigbe,19.0,England,,,Brentford,Premier League,0,0,0,,Attacker,,0.0,0,0,0,,,0,0.0,,,,,24.0,,,,,,,,,,,0,0,,,0.0,0,
Thomas,Strakosha,28.0,Albania,186 cm,78 kg,Brentford,Premier League,0,0,0,,Goalkeeper,,0.0,0,0,0,,,0,0,,,,,,,,,,,,,,,,0,0,,,0,0,0.0
Pedro,Lomba Neto,23.0,Portugal,172 cm,62 kg,Wolves,Premier League,18,13,970,,Attacker,6.687500,0.0,5,11,5,9.0,3.0,0,0,,,312.0,21.0,15.0,11.0,1.0,4.0,111.0,44.0,48.0,18.0,,15.0,8.0,2,0,,,0,0,
Pablo,Sarabia García,31.0,Spain,174 cm,70 kg,Wolves,Premier League,13,9,768,,Midfielder,6.584615,0.0,4,7,4,13.0,5.0,1,0,,,314.0,11.0,18.0,12.0,,2.0,81.0,25.0,11.0,2.0,,8.0,13.0,3,0,,,0,0,
Mathias,Jattah-Njie Jørgensen,33.0,Denmark,191 cm,79 kg,Brentford,Premier League,18,11,1098,,Defender,6.661111,0.0,7,2,7,4.0,1.0,0,0,,,444.0,3.0,21.0,17.0,12.0,16.0,77.0,38.0,1.0,,,4.0,9.0,2,0,,,0,0,
Saša,Kalajdžić,26.0,Austria,200 cm,93 kg,Wolves,Premier League,1,1,46,,Attacker,6.300000,0.0,0,1,0,1.0,,0,0,,,4.0,,2.0,,,1.0,1.0,1.0,,,,1.0,,0,0,,,0,0,
Mads,Roerslev Rasmussen,24.0,Denmark,184 cm,77 kg,Brentford,Premier League,20,12,1102,,Defender,6.657894,0.0,8,2,8,3.0,1.0,0,0,,,263.0,8.0,9.0,22.0,5.0,9.0,79.0,36.0,6.0,3.0,,3.0,4.0,0,0,,,0,0,
Ogochukwu Frank,Onyeka,25.0,Nigeria,183 cm,70 kg,Brentford,Premier League,21,8,843,,Midfielder,6.580952,0.0,13,8,13,7.0,4.0,0,0,2.0,,253.0,7.0,9.0,20.0,3.0,10.0,126.0,63.0,21.0,10.0,,26.0,15.0,0,0,,,0,0,
Charles James,Goode,28.0,England,196 cm,89 kg,Brentford,Premier League,0,0,0,,Defender,,0.0,0,0,0,,,0,0,,,,,,,,,,,,,,,,0,0,,,0,0,
Benjamin Thomas,Mee,34.0,England,180 cm,74 kg,Brentford,Premier League,37,37,3272,,Defender,7.097297,0.0,0,3,0,25.0,7.0,3,0,1.0,,1658.0,7.0,34.0,45.0,42.0,48.0,334.0,203.0,13.0,12.0,,15.0,14.0,2,0,,,0,0,
Rico Antonio,Henry,26.0,England,170 cm,67 kg,Brentford,Premier League,37,37,3244,,Defender,6.718918,0.0,0,8,0,11.0,4.0,0,0,2.0,,973.0,23.0,19.0,57.0,8.0,30.0,323.0,159.0,42.0,25.0,,37.0,32.0,4,0,,,0,0,
Pelenda Joshua Tunga,Dasilva,25.0,England,184 cm,75 kg,Brentford,Premier League,36,14,1380,,Midfielder,6.657142,0.0,22,14,22,11.0,6.0,4,0,2.0,,572.0,13.0,13.0,18.0,6.0,5.0,143.0,75.0,43.0,28.0,,23.0,14.0,1,0,,,0,0,
Nathan Michael,Collins,22.0,Republic of Ireland,193 cm,,Wolves,Premier League,26,19,1808,,Defender,6.804166,0.0,7,0,7,2.0,,0,0,,,1129.0,2.0,41.0,27.0,28.0,21.0,145.0,80.0,7.0,7.0,,9.0,17.0,2,1,,,0,0,
Hee-Chan,Hwang,27.0,Korea Republic,177 cm,77 kg,Wolves,Premier League,27,12,1128,,Attacker,6.614814,0.0,15,11,15,13.0,7.0,3,0,1.0,,264.0,10.0,7.0,20.0,2.0,5.0,154.0,58.0,25.0,12.0,,19.0,20.0,1,0,,,0,0,
Christian,Thers Nørgaard,29.0,Denmark,187 cm,77 kg,Brentford,Premier League,22,21,1771,,Midfielder,6.981818,0.0,1,9,1,15.0,10.0,1,0,3.0,,793.0,12.0,27.0,52.0,9.0,34.0,200.0,98.0,18.0,8.0,,20.0,35.0,6,0,,,0,0,
Aaron,Buchanan Hickey,21.0,Scotland,178 cm,72 kg,Brentford,Premier League,26,23,1929,,Defender,6.584000,0.0,3,15,3,7.0,2.0,0,0,1.0,,727.0,6.0,24.0,39.0,7.0,17.0,189.0,105.0,35.0,17.0,,35.0,20.0,7,0,,,0,0,
Mathias,Jensen,27.0,Denmark,180 cm,68 kg,Brentford,Premier League,37,37,2830,,Midfielder,7.045945,0.0,0,27,0,18.0,7.0,5,0,6.0,,1217.0,50.0,24.0,71.0,5.0,32.0,297.0,130.0,51.0,23.0,,25.0,32.0,5,0,,,0,0,
Kevin,Schade,22.0,Germany,183 cm,74 kg,Brentford,Premier League,18,7,727,,Midfielder,6.623529,0.0,11,6,11,10.0,4.0,0,0,1.0,,156.0,9.0,6.0,12.0,,4.0,131.0,62.0,30.0,12.0,,8.0,13.0,2,0,,,0,0,
João Victor,Gomes da Silva,22.0,Brazil,173 cm,74 kg,Wolves,Premier League,11,7,651,,Midfielder,6.827272,0.0,4,3,4,2.0,2.0,1,0,,,312.0,5.0,22.0,29.0,3.0,4.0,103.0,60.0,15.0,8.0,,16.0,17.0,5,0,,,0,0,
Joseph Shaun,Hodge,21.0,Republic of Ireland,172 cm,,Wolves,Premier League,6,1,172,,Midfielder,6.483333,0.0,5,1,5,1.0,,0,0,,,95.0,1.0,13.0,5.0,,,14.0,7.0,,,,1.0,2.0,1,0,,,0,0,
Nathan John Mark,Fraser,18.0,Republic of Ireland,,,Wolves,Premier League,0,0,0,,Attacker,,0.0,0,0,0,,,0,0,,,,,,,,,,,,,,,,0,0,,,0,0,
Nélson,Cabral Semedo,30.0,Portugal,177 cm,67 kg,Wolves,Premier League,36,31,2635,,Defender,6.580555,0.0,5,7,5,4.0,,0,0,1.0,,1208.0,11.0,27.0,71.0,15.0,29.0,323.0,158.0,66.0,33.0,,24.0,47.0,11,1,,,0,0,
José Pedro,Malheiro de Sá,30.0,Portugal,192 cm,84 kg,Wolves,Premier League,36,31,2635,,Defender,,0.0,5,0,5,,,1,0,,108.0,1208.0,,27.0,71.0,,29.0,19.0,158.0,66.0,33.0,,,1.0,2,1,,,0,0,2.0
Callum James,Hudson-Odoi,23.0,England,182 cm,76 kg,Chelsea,Premier League,36,36,3240,,Goalkeeper,6.685714,0.0,11,0,0,,,1,0,,,1012.0,,18.0,1.0,,,108.0,17.0,,2.0,,12.0,,0,0,,,0,0,
Cheikhou,Kouyaté,34.0,Senegal,189 cm,83 kg,Nottingham Forest,Premier League,0,10,0,,Attacker,6.685714,0.0,2,9,0,5.0,5.0,0,0,,,,7.0,,,2.0,10.0,108.0,,6.0,5.0,,5.0,22.0,3,0,,,0,0,
Harry Stefano,Toffolo,28.0,England,183 cm,71 kg,Nottingham Forest,Premier League,21,10,933,,Midfielder,6.588888,0.0,4,9,11,5.0,5.0,0,0,,,245.0,7.0,8.0,30.0,8.0,10.0,75.0,65.0,6.0,3.0,,5.0,10.0,2,0,,,0,0,
Willy-Arnaud,Zobo Boly,32.0,Côte d'Ivoire,195 cm,92 kg,Nottingham Forest,Premier League,21,9,687,,Midfielder,6.820000,0.0,0,3,11,1.0,2.0,1,0,1.0,,291.0,1.0,11.0,30.0,4.0,12.0,53.0,38.0,8.0,1.0,,5.0,5.0,2,0,,,0,0,
Jonathan,Castro Otto,29.0,Spain,175 cm,70 kg,Wolves,Premier League,19,14,0,,Defender,6.820000,0.0,1,4,10,1.0,1.0,0,0,1.0,,257.0,1.0,19.0,13.0,5.0,12.0,53.0,34.0,1.0,1.0,,19.0,5.0,0,0,,,0,0,
Maximilian William,Kilman,26.0,England,194 cm,89 kg,Wolves,Premier League,0,37,3308,,Defender,6.605555,0.0,0,1,2,6.0,1.0,5,0,,,257.0,5.0,19.0,13.0,42.0,19.0,157.0,34.0,1.0,13.0,,12.0,13.0,3,0,,,0,0,
Morgan Anthony,Gibbs-White,23.0,England,171 cm,,Wolves,Premier League,18,34,2978,,Defender,7.008571,0.0,2,6,0,42.0,2.0,0,0,8.0,,692.0,4.0,17.0,34.0,4.0,14.0,402.0,81.0,25.0,18.0,,28.0,18.0,3,1,,,0,0,
Christopher Grant,Wood,32.0,New Zealand,191 cm,81 kg,Nottingham Forest,Premier League,2,2,180,,Defender,7.008571,0.0,14,4,1,42.0,1.0,1,0,8.0,,2091.0,68.0,17.0,36.0,2.0,14.0,402.0,152.0,86.0,42.0,,28.0,32.0,5,0,,,2,0,
Mario René Junior,Lemina,30.0,Gabon,184 cm,85 kg,Newcastle,Premier League,19,5,437,,Midfielder,6.593333,0.0,2,8,2,8.0,22.0,2,0,,,896.0,3.0,5.0,26.0,2.0,1.0,67.0,152.0,86.0,1.0,,4.0,4.0,1,0,,,2,0,
Craig,Dawson,33.0,England,188 cm,82 kg,Wolves,Premier League,17,17,1306,,Midfielder,6.787500,0.0,0,0,14,8.0,22.0,0,0,,,896.0,3.0,29.0,26.0,8.0,14.0,47.0,152.0,1.0,,,9.0,4.0,4,0,,,1,0,
Ryan James,Yates,26.0,England,190 cm,87 kg,West Ham,Premier League,8,8,1417,,Attacker,6.787500,0.0,0,7,2,5.0,4.0,1,0,1.0,,106.0,3.0,30.0,5.0,6.0,6.0,47.0,75.0,1.0,,,3.0,6.0,2,0,,,1,0,
Daniel Ian,Bentley,30.0,England,188 cm,73 kg,Wolves,Premier League,26,21,1839,,Midfielder,6.711538,0.0,5,0,0,6.0,4.0,0,0,,,647.0,1.0,17.0,5.0,8.0,6.0,216.0,123.0,1.0,3.0,,3.0,6.0,5,0,,,0,0,
Orel Johnson,Mangala,25.0,Belgium,178 cm,80 kg,Nottingham Forest,Premier League,2,2,180,,Midfielder,7.450000,0.0,0,15,0,6.0,2.0,0,3,,11.0,305.0,7.0,24.0,38.0,,10.0,145.0,2.0,27.0,,,53.0,50.0,0,0,,,0,0,0.0
Moussa,Niakhaté,27.0,Senegal,190 cm,82 kg,Nottingham Forest,Premier League,27,20,1166,,Goalkeeper,6.688888,0.0,7,3,0,19.0,1.0,0,0,,,66.0,1.0,15.0,10.0,7.0,,85.0,77.0,4.0,,,1.0,,3,0,,,0,0,
Anthony David,Junior Elanga,21.0,Sweden,178 cm,70 kg,Manchester United,Premier League,14,14,420,,Midfielder,6.621428,0.0,0,5,7,,5.0,1,0,1.0,,299.0,6.0,16.0,1.0,,23.0,52.0,43.0,12.0,5.0,,23.0,22.0,1,0,,,0,0,
Boubacar,Traoré,22.0,Mali,183 cm,67 kg,Wolves,Premier League,16,5,406,,Defender,6.584615,0.0,6,2,0,9.0,,0,0,1.0,,121.0,1.0,6.0,18.0,2.0,19.0,54.0,25.0,8.0,4.0,,7.0,3.0,0,0,,,0,0,
Danilo,dos Santos de Oliveira,22.0,Brazil,176 cm,69 kg,Nottingham Forest,Premier League,13,4,982,,Midfielder,6.907692,0.0,1,7,1,3.0,4.0,0,0,2.0,,227.0,9.0,11.0,3.0,6.0,2.0,88.0,39.0,18.0,14.0,,3.0,10.0,1,0,,,0,0,
Hugo,Bueno López,21.0,Spain,180 cm,73 kg,Wolves,Premier League,21,12,1314,,Defender,6.630000,0.0,5,9,5,2.0,,0,0,1.0,,503.0,16.0,11.0,12.0,1.0,10.0,126.0,63.0,27.0,13.0,,7.0,4.0,1,0,,,0,0,
Carlos Vinícius,Alves Morais,28.0,Brazil,190 cm,86 kg,Fulham,Premier League,28,11,1097,,Attacker,6.565217,0.0,17,4,17,17.0,12.0,5,0.0,2.0,,181.0,8.0,5.0,4.0,,,167.0,51.0,13.0,5.0,,15.0,21.0,3,0,,,0.0,0.0,
